,Unnamed: 0, Rank,Sales,Profits,Assets,Market Value
1896,,1897,6.1,0.433,7.6,5.5
1897,,1898,0.246,0.83,5.5,2.7
1898,,1899,1.5,0.226,33.0,3.9
1899,,1900,7.1,0.367,5.5,4.9
1900,,1901,1.5,0.23,33.0,5.0
1901,,1902,1.5,0.389,4.8,9.2
1902,,1903,11.8,0.199,5.6,1.6
1903,,1904,3.1,0.094,7.1,16.0
1904,,1905,1.0,0.422,3.9,8.6
1905,,1906,3.2,0.372,10.6,8.4
1906,,1907,3.8,0.403,5.2,9.0
1907,,1908,2.0,0.127,32.7,2.1
1908,,1909,11.7,0.089,1.3,1.0
1909,,1910,11.4,0.259,5.7,4.4
1910,,1911,3.7,0.11,32.5,2.5
1911,,1912,0.893,0.819,5.9,3.0
1912,,1913,1.2,0.058,32.1,3.1
1913,,1914,1.0,0.0,0.001,15.6
1914,,1915,11.6,0.222,2.1,2.7
1915,,1916,0.4,0.049,32.0,0.669
1916,,1917,3.5,0.477,5.0,7.5
1917,,1918,0.585,0.148,31.7,2.3
1918,,1919,1.1,0.474,9.2,7.5
1919,,1920,1.1,0.806,8.5,3.4
1920,,1921,11.5,0.049,8.9,3.1
1921,,1922,4.5,0.226,24.4,2.1
1922,,1923,1.4,0.503,5.2,7.2
1923,,1924,1.3,0.805,2.6,4.5
1924,,1925,11.5,0.183,9.3,2.7
1925,,1926,8.5,0.31,9.3,4.1
1926,,1927,1.7,0.758,9.7,4.9
1927,,1928,0.605,0.234,31.3,0.809
1928,,1929,1.4,-0.195,15.6,8.5
1929,,1930,1.1,-0.642,4.0,15.2
1930,,1931,5.9,-0.656,16.2,4.3
1931,,1932,1.1,0.289,24.8,2.2
1932,,1933,1.1,0.084,31.1,0.703
1933,,1934,1.7,0.408,13.7,6.3
1934,,1935,2.4,0.254,4.5,15.1
1935,,1936,1.3,0.241,30.9,2.4
1936,,1937,2.8,0.115,30.8,2.0
1937,,1938,11.3,0.108,4.6,4.5
1938,,1939,0.561,0.066,30.8,0.734
1939,,1940,3.0,0.085,30.7,0.616
1940,,1941,10.3,-0.44,9.2,5.9
1941,,1942,3.1,0.47,12.2,6.1
1942,,1943,1.0,0.281,25.2,2.6
1943,,1944,1.9,0.208,30.2,3.5
1944,,1945,11.1,0.223,6.4,5.6
1945,,1946,11.1,0.017,9.0,1.6
1946,,1947,5.4,0.404,6.0,6.3
1947,,1948,1.7,0.183,30.1,1.1
1948,,1949,1.3,0.247,30.1,5.0
1949,,1950,5.4,0.253,9.4,9.2
1950,,1951,6.1,-3.2,12.4,6.5
1951,,1952,1.2,0.761,9.2,2.1
1952,,1953,6.1,0.222,3.9,8.3
1953,,1954,1.6,0.076,7.4,14.7
1954,,1955,4.3,-0.497,3.3,12.7
1955,,1956,11.0,-0.392,9.4,1.5
1956,,1957,4.2,0.318,6.4,9.7
1957,,1958,6.4,-2.4,10.7,7.0
1958,,1959,2.6,0.346,11.5,7.7
1959,,1960,10.9,0.141,4.5,1.4
1960,,1961,2.3,0.338,1.5,9.7
1961,,1962,0.326,0.231,2.0,14.5
1962,,1963,1.2,0.198,29.3,3.6
1963,,1964,1.4,-0.154,29.2,1.2
1964,,1965,1.8,0.497,12.4,5.7
1965,,1966,3.8,0.214,10.7,11.9
1966,,1967,1.2,0.272,25.6,5.6
1967,,1968,1.4,-0.452,2.0,14.3
1968,,1969,4.5,-0.647,12.3,8.5
1969,,1970,10.8,0.02,6.0,4.4
1970,,1971,0.244,0.736,4.3,1.2
1971,,1972,10.6,-0.261,9.6,4.7
1972,,1973,0.868,0.244,28.8,2.6
1973,,1974,1.3,0.736,4.3,4.3
1974,,1975,8.5,-0.322,11.0,4.1
1975,,1976,1.4,0.227,28.7,4.3
1976,,1977,6.0,0.408,5.8,5.2
1977,,1978,10.7,-0.313,7.8,3.1
1978,,1979,6.3,0.384,4.7,5.4
1979,,1980,2.0,0.37,2.4,8.9
1980,,1981,4.2,0.341,4.2,8.8
1981,,1982,10.7,0.212,4.3,5.1
1982,,1983,3.7,0.407,15.3,5.1
1983,,1984,0.427,0.097,28.3,0.721
1984,,1985,8.9,0.28,8.8,4.3
1985,,1986,10.6,0.151,4.0,1.8
1986,,1987,3.4,0.575,10.9,4.5
1987,,1988,1.2,0.217,28.1,3.9
1988,,1989,6.8,0.221,5.8,7.3
1989,,1990,10.6,0.249,5.4,4.4
1990,,1991,0.522,0.062,28.0,0.739
1991,,1992,2.0,0.643,6.0,6.0
1992,,1993,8.4,-0.047,6.8,6.4
1993,,1994,3.8,-0.024,13.6,9.0
1994,,1995,10.6,0.249,4.5,3.1
1995,,1996,0.555,0.131,27.9,1.7
1996,,1997,0.63,0.639,10.2,3.8
1997,,1998,2.3,0.316,4.4,10.1
1998,,1999,0.523,0.071,27.9,0.595
1999,,2000,4.2,0.469,3.6,6.7
